"data_id","language","form","age","gender","mom_ed","comprehension","production"
34122,"Russian","WS",35,"Female",NA,566,566
34123,"Russian","WS",35,"Male",NA,633,633
34124,"Russian","WS",35,"Male",NA,336,336
34125,"Russian","WS",35,"Male",NA,506,506
34126,"Russian","WS",35,"Female",NA,652,652
34127,"Russian","WS",35,"Male",NA,621,621
34128,"Russian","WS",35,"Female",NA,629,629
34129,"Russian","WS",35,"Female",NA,589,589
34130,"Russian","WS",35,"Female",NA,546,546
34131,"Russian","WS",35,"Female",NA,691,691
34132,"Russian","WS",35,"Male",NA,657,657
34133,"Russian","WS",35,"Male",NA,637,637
34134,"Russian","WS",35,"Male",NA,417,417
34135,"Russian","WS",35,"Female",NA,620,620
34136,"Russian","WS",35,"Male",NA,566,566
34137,"Russian","WS",35,"Female",NA,342,342
34138,"Russian","WS",35,"Male",NA,382,382
34139,"Russian","WS",36,"Female",NA,674,674
34140,"Russian","WS",36,"Male",NA,668,668
34141,"Russian","WS",36,"Male",NA,640,640
34142,"Russian","WS",36,"Male",NA,574,574
34143,"Russian","WS",36,"Female",NA,661,661
34144,"Russian","WS",36,"Female",NA,587,587
34145,"Russian","WS",36,"Male",NA,522,522
34146,"Russian","WS",36,"Male",NA,651,651
34147,"Russian","WS",36,"Female",NA,686,686
34148,"Russian","WS",36,"Male",NA,476,476
34149,"Russian","WS",36,"Male",NA,414,414
34150,"Russian","WS",36,"Male",NA,655,655
34151,"Russian","WS",36,"Male",NA,540,540
34152,"Russian","WS",36,"Female",NA,456,456
34153,"Russian","WS",36,"Female",NA,359,359
34154,"Russian","WS",36,"Male",NA,389,389
34155,"Russian","WS",36,"Female",NA,618,618
34156,"Russian","WS",36,"Male",NA,590,590
34157,"Russian","WS",36,"Female",NA,454,454
34158,"Russian","WS",36,"Female",NA,688,688
34159,"Russian","WS",36,"Female",NA,304,304
34160,"Russian","WS",36,"Female",NA,679,679
34161,"Russian","WS",36,"Male",NA,519,519
34162,"Russian","WS",36,"Male",NA,664,664
34163,"Russian","WS",36,"Female",NA,368,368
34164,"Russian","WS",36,"Female",NA,614,614
34165,"Russian","WS",36,"Female",NA,665,665
34166,"Russian","WS",36,"Male",NA,335,335
34167,"Russian","WS",36,"Female",NA,498,498
34168,"Russian","WS",36,"Male",NA,274,274
34169,"Russian","WS",36,"Female",NA,622,622
34170,"Russian","WS",36,"Female",NA,664,664
34171,"Russian","WS",36,"Male",NA,677,677
34172,"Russian","WS",36,"Female",NA,656,656
34173,"Russian","WS",36,"Male",NA,634,634
34174,"Russian","WS",36,"Female",NA,514,514
34175,"Russian","WS",36,"Male",NA,681,681
34176,"Russian","WS",36,"Female",NA,439,439
34177,"Russian","WS",36,"Male",NA,683,683
34178,"Russian","WS",36,"Male",NA,582,582
34179,"Russian","WS",36,"Female",NA,263,263
34180,"Russian","WS",36,"Female",NA,681,681
34181,"Russian","WS",36,"Female",NA,497,497
34182,"Russian","WS",36,"Female",NA,433,433
34183,"Russian","WS",36,"Female",NA,675,675
34184,"Russian","WS",36,"Female",NA,638,638
34185,"Russian","WS",36,"Female",NA,670,670
34186,"Russian","WS",36,"Male",NA,564,564
34187,"Russian","WS",36,"Male",NA,690,690
